adapterConnected,createdAt,roomId,temperature,humidity,mq135Voltage,air_quality_ppm,dust_density_ug_m3,light_intensity_lux,pir,occupancy,ldr,current,power,energy_kWh,deviceTimestamp,timestamp,hour,dayOfWeek,health_score,environmental_health,energy_waste,anomaly_type
1,2026-03-24 23:00:00,Room102,26.9,70.8,1.38,108.0,67.1,369.0,1,Occupied,1,3.697148,44.36578,0.000739,504000,1774393200,23,Tuesday,45,Unhealthy,0,Normal
1,2026-03-24 23:00:00,Room103,27.4,67.5,1.23,95.0,35.9,46.9,0,Not Occupied,0,0.212765,2.55318,4.3e-05,507600,1774393200,23,Tuesday,73,Moderate,0,Normal
1,2026-03-24 23:00:00,Room104,28.6,68.4,1.49,123.0,58.5,426.6,1,Occupied,1,1.261584,15.13901,0.000252,511200,1774393200,23,Tuesday,58,Moderate,0,Normal
1,2026-03-24 23:00:00,Room105,27.3,63.8,1.36,106.0,40.2,11.8,0,Not Occupied,0,0.188439,6.62732,3.8e-05,514800,1774393200,23,Tuesday,58,Moderate,0,Normal
1,2026-03-24 23:00:00,Room106,29.0,65.4,1.28,101.0,41.3,20.3,0,Not Occupied,0,0.12563,1.50756,2.5e-05,518400,1774393200,23,Tuesday,58,Moderate,0,Normal
1,2026-03-25 00:00:00,Room101,29.5,69.9,1.34,110.0,40.1,30.3,0,Not Occupied,0,0.103961,1.24753,2.1e-05,522000,1774396800,0,Wednesday,58,Moderate,0,Normal
1,2026-03-25 00:00:00,Room102,26.8,67.4,1.3,102.0,22.7,414.8,1,Occupied,1,0.949929,11.39915,0.00019,525600,1774396800,0,Wednesday,73,Moderate,0,Normal
1,2026-03-25 00:00:00,Room103,26.4,68.0,1.61,137.0,63.6,372.3,1,Occupied,1,3.287815,39.45378,0.000658,529200,1774396800,0,Wednesday,58,Moderate,0,Normal
1,2026-03-25 00:00:00,Room104,26.1,74.0,1.35,118.0,31.1,387.2,1,Occupied,1,0.844927,10.13912,0.000169,532800,1774396800,0,Wednesday,60,Moderate,0,Normal
1,2026-03-25 00:00:00,Room105,28.7,65.6,1.35,119.0,250.0,352.5,1,Occupied,1,3.877141,46.52569,0.000775,536400,1774396800,0,Wednesday,58,Moderate,0,High Dust
1,2026-03-25 00:00:00,Room106,27.1,64.0,1.59,145.0,56.1,360.45,1,Occupied,1,2.392296,28.70755,0.000478,540000,1774396800,0,Wednesday,58,Moderate,0,Normal
1,2026-03-25 01:00:00,Room101,29.5,64.5,1.36,116.0,57.7,466.2,1,Occupied,1,3.020077,36.24092,0.000604,543600,1774400400,1,Wednesday,58,Moderate,0,Normal
1,2026-03-25 01:00:00,Room102,25.4,71.7,1.53,129.0,46.7,270.7,1,Occupied,1,3.069731,36.83677,0.000614,547200,1774400400,1,Wednesday,52,Moderate,0,Normal
1,2026-03-25 01:00:00,Room103,27.1,76.2,1.45,121.0,56.9,330.5,1,Occupied,1,1.665646,19.98775,0.0001065,550800,1774400400,1,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 01:00:00,Room104,24.5,71.8,1.47,116.0,25.4,369.0,1,Occupied,1,3.811329,45.73595,0.000762,554400,1774400400,1,Wednesday,60,Moderate,0,Normal
1,2026-03-25 01:00:00,Room105,26.2,66.3,1.13,81.0,34.3,35.4,0,Not Occupied,0,0.201444,2.41733,4e-05,558000,1774400400,1,Wednesday,73,Moderate,0,Normal
1,2026-03-25 01:00:00,Room106,26.5,74.3,1.31,104.0,52.4,42.4,1,Occupied,0,0.023116,0.27739,0.0001065,561600,1774400400,1,Wednesday,30,Unhealthy,0,Normal
1,2026-03-25 02:00:00,Room101,27.4,73.8,1.55,135.0,51.7,16.6,1,Occupied,0,0.769914,9.23897,0.000154,565200,1774404000,2,Wednesday,30,Unhealthy,0,Normal
1,2026-03-25 02:00:00,Room102,25.0,83.2,1.78,160.0,46.2,27.6,1,Occupied,0,0.64286,7.71432,0.000129,568800,1774404000,2,Wednesday,15,Unhealthy,0,Poor Air Quality
1,2026-03-25 02:00:00,Room103,26.5,71.7,1.48,124.0,37.3,351.1,1,Occupied,1,2.500079,30.00095,0.0005,572400,1774404000,2,Wednesday,60,Moderate,0,Normal
1,2026-03-25 02:00:00,Room104,25.5,75.6,1.34,105.0,50.0,369.8,1,Occupied,1,2.794745,33.53694,0.000559,576000,1774404000,2,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 02:00:00,Room105,27.5,58.4,1.29,102.0,57.5,27.1,1,Occupied,0,0.549267,6.5912,0.00011,579600,1774404000,2,Wednesday,55,Moderate,0,Normal
0,2026-03-25 02:00:00,Room106,29.4,70.5,1.43,126.0,71.1,262.0,1,Occupied,1,0.0,0.0,0.0,583200,1774404000,2,Wednesday,37,Unhealthy,0,Normal
1,2026-03-25 03:00:00,Room101,26.7,64.9,1.87,171.0,67.5,0.9,1,Occupied,0,0.66921,8.03052,0.000134,586800,1774407600,3,Wednesday,28,Unhealthy,0,Poor Air Quality
1,2026-03-25 03:00:00,Room102,26.3,71.0,1.44,118.0,57.6,347.3,1,Occupied,1,1.893765,22.72518,0.000379,590400,1774407600,3,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 03:00:00,Room103,27.8,67.1,1.57,141.0,58.3,272.3,1,Occupied,1,0.730241,8.76289,0.000146,594000,1774407600,3,Wednesday,50,Moderate,0,Normal
1,2026-03-25 03:00:00,Room104,25.0,72.6,1.25,92.0,49.6,451.0,1,Occupied,1,3.540174,42.48209,0.000708,597600,1774407600,3,Wednesday,75,Healthy,0,Normal
1,2026-03-25 03:00:00,Room105,28.6,70.2,1.39,114.0,37.9,416.8,1,Occupied,1,1.974547,23.69456,0.000395,601200,1774407600,3,Wednesday,60,Moderate,0,Normal
1,2026-03-25 03:00:00,Room106,30.0,66.0,1.39,118.0,76.1,36.2,1,Occupied,0,0.450555,5.40666,9e-05,604800,1774407600,3,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 04:00:00,Room101,25.8,73.2,1.23,87.0,80.3,24.5,0,Not Occupied,0,0.088953,1.06744,1.8e-05,608400,1774411200,4,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 04:00:00,Room102,26.8,66.3,0.93,64.0,16.7,293.9,0,Not Occupied,1,0.544014,35.7284,0.000595,612000,1774411200,4,Wednesday,80,Healthy,1,Normal
1,2026-03-25 04:00:00,Room103,26.9,70.4,1.52,125.0,62.8,349.8,1,Occupied,1,0.784038,9.40846,0.000157,615600,1774411200,4,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 04:00:00,Room104,26.2,67.9,1.45,122.0,45.0,48.9,1,Occupied,0,0.500372,6.00446,0.0001,619200,1774411200,4,Wednesday,58,Moderate,0,Normal
1,2026-03-25 04:00:00,Room105,27.3,64.5,1.57,133.0,44.6,397.5,1,Occupied,1,2.60018,31.20216,0.00052,622800,1774411200,4,Wednesday,60,Moderate,0,Normal
1,2026-03-25 04:00:00,Room106,28.2,70.1,1.53,129.0,50.7,449.1,1,Occupied,1,3.817521,45.81025,0.000764,626400,1774411200,4,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 05:00:00,Room101,28.9,64.8,1.76,161.0,49.7,342.7,1,Occupied,1,3.312782,39.75338,0.000663,630000,1774414800,5,Wednesday,58,Moderate,0,Poor Air Quality
1,2026-03-25 05:00:00,Room102,25.9,65.9,1.18,100.0,36.6,356.5,1,Occupied,0,1.63226,19.58712,0.000326,633600,1774414800,5,Wednesday,73,Moderate,0,Normal
1,2026-03-25 05:00:00,Room103,28.1,62.9,1.4,118.0,53.8,24.0,1,Occupied,0,0.380564,4.56677,7.6e-05,637200,1774414800,5,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 05:00:00,Room104,24.8,65.0,1.32,100.0,33.7,360.45,1,Occupied,1,2.804325,33.6519,0.000561,640800,1774414800,5,Wednesday,73,Moderate,0,Normal
1,2026-03-25 05:00:00,Room105,29.9,67.3,1.28,96.0,47.5,374.1,1,Occupied,1,2.557659,6.62732,0.000512,644400,1774414800,5,Wednesday,88,Healthy,0,Normal
1,2026-03-25 05:00:00,Room106,28.8,64.5,1.36,111.0,62.0,471.6,1,Occupied,1,1.071422,12.85706,0.000214,648000,1774414800,5,Wednesday,58,Moderate,0,Normal
1,2026-03-25 06:00:00,Room101,28.2,70.8,1.35,104.0,23.3,360.45,0,Not Occupied,0,0.028771,0.34525,6e-06,651600,1774418400,6,Wednesday,45,Unhealthy,0,Normal
1,2026-03-25 06:00:00,Room102,26.8,66.6,1.23,110.0,37.5,58.1,1,Occupied,0,0.046113,0.55336,9e-06,655200,1774418400,6,Wednesday,73,Moderate,0,Normal
1,2026-03-25 06:00:00,Room103,29.5,65.8,1.38,115.0,63.0,338.6,1,Occupied,1,3.490334,41.88401,0.000698,658800,1774418400,6,Wednesday,58,Moderate,0,Normal
1,2026-03-25 06:00:00,Room104,26.4,70.2,1.18,89.0,30.8,0.9,1,Occupied,0,0.669617,8.0354,0.000134,662400,1774418400,6,Wednesday,60,Moderate,0,Normal
1,2026-03-25 06:00:00,Room105,27.2,67.1,1.24,94.0,40.9,56.0,0,Not Occupied,0,0.095927,1.15112,1.9e-05,666000,1774418400,6,Wednesday,73,Moderate,0,Normal
1,2026-03-25 06:00:00,Room106,29.3,59.7,1.35,111.0,55.2,35.7,1,Occupied,0,0.195574,2.34689,3.9e-05,669600,1774418400,6,Wednesday,55,Moderate,0,Normal
1,2026-03-25 07:00:00,Room101,28.3,66.4,1.16,91.0,120.1,149.4,0,Not Occupied,0,0.134402,1.61282,2.7e-05,673200,1774422000,7,Wednesday,43,Unhealthy,0,High Dust
1,2026-03-25 07:00:00,Room102,28.2,59.9,1.4,113.0,49.7,522.8,1,Occupied,1,2.44833,29.37996,0.00049,676800,1774422000,7,Wednesday,77,Healthy,0,Normal
1,2026-03-25 07:00:00,Room103,29.5,58.9,1.26,80.0,31.2,225.9,0,Not Occupied,0,0.544014,0.71084,1.2e-05,680400,1774422000,7,Wednesday,92,Healthy,0,Normal
1,2026-03-25 07:00:00,Room104,26.3,74.6,1.09,79.0,29.0,171.6,0,Not Occupied,0,0.134692,1.6163,2.7e-05,684000,1774422000,7,Wednesday,67,Moderate,0,Normal
1,2026-03-25 07:00:00,Room105,28.8,68.9,1.6,140.0,67.8,163.7,1,Occupied,0,0.188822,2.26586,3.8e-05,687600,1774422000,7,Wednesday,50,Moderate,0,Normal
1,2026-03-25 07:00:00,Room106,29.4,57.6,1.23,101.0,37.3,153.3,0,Not Occupied,0,0.220031,2.64037,4.4e-05,691200,1774422000,7,Wednesday,77,Healthy,0,Normal
1,2026-03-25 08:00:00,Room101,30.2,72.9,2.24,218.0,52.1,221.5,1,Occupied,0,0.144331,1.73197,2.9e-05,694800,1774425600,8,Wednesday,7,Unhealthy,0,Poor Air Quality
1,2026-03-25 08:00:00,Room102,28.4,67.6,1.39,118.0,33.4,246.1,1,Occupied,0,0.169702,2.03642,3.4e-05,698400,1774425600,8,Wednesday,65,Moderate,0,Normal
1,2026-03-25 08:00:00,Room103,30.9,64.5,1.29,101.0,48.0,319.0,0,Not Occupied,0,0.233181,2.79817,4.7e-05,702000,1774425600,8,Wednesday,58,Moderate,0,Normal
1,2026-03-25 08:00:00,Room104,28.7,69.8,1.45,117.0,39.5,235.8,1,Occupied,0,0.433765,5.20518,8.7e-05,705600,1774425600,8,Wednesday,65,Moderate,0,Normal
1,2026-03-25 08:00:00,Room105,29.7,64.0,1.44,133.0,51.8,275.0,1,Occupied,0,0.319346,3.83215,6.4e-05,709200,1774425600,8,Wednesday,50,Moderate,0,Normal
1,2026-03-25 08:00:00,Room106,30.8,56.2,1.62,130.0,43.6,295.3,0,Not Occupied,0,0.15702,1.88424,3.1e-05,712800,1774425600,8,Wednesday,62,Moderate,0,Normal
1,2026-03-25 09:00:00,Room101,30.6,55.8,1.63,138.0,32.9,748.5,1,Occupied,1,0.969596,11.63515,0.000194,716400,1774429200,9,Wednesday,55,Moderate,0,Normal
1,2026-03-25 09:00:00,Room102,28.2,62.4,0.96,71.0,25.8,422.5,0,Not Occupied,0,0.013642,0.1637,3e-06,720000,1774429200,9,Wednesday,88,Healthy,0,Normal
1,2026-03-25 09:00:00,Room103,30.0,64.1,1.1,79.0,75.1,396.3,0,Not Occupied,0,0.142095,1.70514,2.8e-05,723600,1774429200,9,Wednesday,73,Moderate,0,Normal
1,2026-03-25 09:00:00,Room104,29.0,55.6,1.06,75.0,26.8,403.0,0,Not Occupied,0,0.157143,1.88572,3.1e-05,727200,1774429200,9,Wednesday,100,Healthy,0,Normal
1,2026-03-25 09:00:00,Room105,29.8,62.7,0.99,67.0,29.2,433.5,0,Not Occupied,0,0.097683,1.1722,2e-05,730800,1774429200,9,Wednesday,88,Healthy,0,Normal
1,2026-03-25 09:00:00,Room106,31.3,60.7,1.16,93.0,49.4,403.4,0,Not Occupied,0,0.077323,0.92788,1.5e-05,734400,1774429200,9,Wednesday,73,Moderate,0,Normal
1,2026-03-25 10:00:00,Room101,32.8,64.1,1.2,110.0,20.0,447.9,0,Not Occupied,0,0.195281,2.34337,3.9e-05,738000,1774432800,10,Wednesday,73,Moderate,0,Normal
1,2026-03-25 10:00:00,Room102,30.9,61.7,1.35,107.0,41.1,468.8,1,Occupied,0,0.49682,5.96184,9.9e-05,741600,1774432800,10,Wednesday,58,Moderate,0,Normal
1,2026-03-25 10:00:00,Room103,32.8,62.9,1.56,128.0,63.4,438.0,1,Occupied,0,0.751812,9.02174,0.00015,745200,1774432800,10,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 10:00:00,Room104,30.9,59.3,1.0,65.0,25.4,448.1,0,Not Occupied,0,0.225485,2.70582,4.5e-05,748800,1774432800,10,Wednesday,85,Healthy,0,Normal
1,2026-03-25 10:00:00,Room105,33.2,58.0,1.28,110.0,94.5,504.8,1,Occupied,0,0.535902,6.43082,0.000107,752400,1774432800,10,Wednesday,62,Moderate,0,Normal
1,2026-03-25 10:00:00,Room106,30.7,63.2,1.47,113.0,45.0,471.6,0,Not Occupied,0,0.209894,2.51873,4.2e-05,756000,1774432800,10,Wednesday,58,Moderate,0,Normal
1,2026-03-25 11:00:00,Room101,33.8,58.4,1.27,106.0,31.0,750.0,0,Not Occupied,1,2.977288,35.72746,0.000595,759600,1774436400,11,Wednesday,55,Moderate,1,Energy Waste
1,2026-03-25 11:00:00,Room102,32.4,57.5,1.17,78.0,49.9,750.0,1,Occupied,1,2.091945,25.10334,0.000418,763200,1774436400,11,Wednesday,70,Moderate,0,Normal
1,2026-03-25 11:00:00,Room103,31.8,64.8,1.28,107.0,39.4,566.7,0,Not Occupied,0,0.146177,1.75412,2.9e-05,766800,1774436400,11,Wednesday,50,Moderate,0,Normal
1,2026-03-25 11:00:00,Room104,29.9,65.0,1.41,117.0,41.5,561.2,1,Occupied,0,0.587815,7.05378,0.000118,770400,1774436400,11,Wednesday,65,Moderate,0,Normal
1,2026-03-25 11:00:00,Room105,31.5,63.3,1.34,103.0,111.1,646.5,1,Occupied,0,0.274897,3.29876,5.5e-05,774000,1774436400,11,Wednesday,20,Unhealthy,0,High Dust
1,2026-03-25 11:00:00,Room106,33.0,60.0,1.35,121.0,49.7,501.2,0,Not Occupied,0,0.544014,0.77646,1.3e-05,777600,1774436400,11,Wednesday,62,Moderate,0,Normal
0,2026-03-25 12:00:00,Room101,34.8,60.2,1.35,86.0,43.7,500.8,0,Not Occupied,0,0.0,0.0,0.0,781200,1774440000,12,Wednesday,50,Moderate,0,High Temperature
1,2026-03-25 12:00:00,Room102,31.2,62.8,1.07,78.0,33.4,750.0,0,Not Occupied,1,1.486511,17.83813,0.000297,784800,1774440000,12,Wednesday,58,Moderate,1,Energy Waste
1,2026-03-25 12:00:00,Room103,32.4,60.0,1.55,131.0,42.7,561.5,1,Occupied,0,0.647341,7.76809,0.000129,788400,1774440000,12,Wednesday,62,Moderate,0,Normal
1,2026-03-25 12:00:00,Room104,28.8,66.6,1.0,66.0,23.8,360.45,0,Not Occupied,0,0.247883,2.9746,5e-05,792000,1774440000,12,Wednesday,80,Healthy,0,Normal
1,2026-03-25 12:00:00,Room105,34.3,57.5,1.33,102.0,43.9,459.5,0,Not Occupied,0,0.211626,2.53951,4.2e-05,795600,1774440000,12,Wednesday,55,Moderate,0,High Temperature
1,2026-03-25 12:00:00,Room106,34.3,51.0,1.36,104.0,119.2,474.8,0,Not Occupied,0,0.140777,1.68932,2.8e-05,799200,1774440000,12,Wednesday,25,Unhealthy,0,High Temperature
1,2026-03-25 13:00:00,Room101,34.4,54.2,1.37,111.0,151.7,750.0,1,Occupied,1,2.9942,35.9304,0.000599,802800,1774443600,13,Wednesday,10,Unhealthy,0,High Temperature
1,2026-03-25 13:00:00,Room102,31.6,62.4,0.84,53.0,42.4,492.3,0,Not Occupied,0,0.098899,1.18679,2e-05,806400,1774443600,13,Wednesday,73,Moderate,0,Normal
1,2026-03-25 13:00:00,Room103,33.8,60.1,1.46,134.0,71.3,623.5,1,Occupied,0,0.256266,3.07519,5.1e-05,810000,1774443600,13,Wednesday,35,Unhealthy,0,Normal
1,2026-03-25 13:00:00,Room104,30.6,68.8,1.32,99.0,37.4,492.8,0,Not Occupied,0,0.150597,1.80716,3e-05,813600,1774443600,13,Wednesday,73,Moderate,0,Normal
1,2026-03-25 13:00:00,Room105,32.4,65.5,1.24,96.0,36.4,605.9,0,Not Occupied,0,0.177241,2.12689,3.5e-05,817200,1774443600,13,Wednesday,65,Moderate,0,Normal
1,2026-03-25 13:00:00,Room106,33.0,60.5,1.3,101.0,45.4,551.8,0,Not Occupied,0,0.221138,2.65366,4.4e-05,820800,1774443600,13,Wednesday,50,Moderate,0,Normal
1,2026-03-25 14:00:00,Room101,33.0,59.0,0.98,63.0,36.5,445.8,0,Not Occupied,0,0.079679,0.95615,1.6e-05,824400,1774447200,14,Wednesday,85,Healthy,0,Normal
1,2026-03-25 14:00:00,Room102,32.2,64.1,1.06,80.0,42.3,477.8,0,Not Occupied,0,0.235611,2.82733,4.7e-05,828000,1774447200,14,Wednesday,73,Moderate,0,Normal
1,2026-03-25 14:00:00,Room103,33.4,60.4,1.61,133.0,56.9,694.0,1,Occupied,1,2.529663,30.35596,0.000506,831600,1774447200,14,Wednesday,35,Unhealthy,0,Normal
1,2026-03-25 14:00:00,Room104,30.6,66.3,1.13,75.0,27.8,462.0,0,Not Occupied,0,0.210942,2.5313,4.2e-05,835200,1774447200,14,Wednesday,73,Moderate,0,Normal
1,2026-03-25 14:00:00,Room105,31.0,62.9,1.33,103.0,41.9,451.4,0,Not Occupied,0,0.056561,0.67873,1.1e-05,838800,1774447200,14,Wednesday,58,Moderate,0,Normal
1,2026-03-25 14:00:00,Room106,34.1,51.9,1.42,112.0,48.2,447.5,1,Occupied,0,0.47486,5.69832,9.5e-05,842400,1774447200,14,Wednesday,55,Moderate,0,High Temperature
1,2026-03-25 15:00:00,Room101,34.0,54.9,1.48,119.0,15.4,397.7,0,Not Occupied,0,0.03007,0.36084,6e-06,846000,1774450800,15,Wednesday,70,Moderate,0,Normal
1,2026-03-25 15:00:00,Room102,34.1,56.8,1.1,81.0,41.7,406.6,0,Not Occupied,0,0.064472,0.77366,1.3e-05,849600,1774450800,15,Wednesday,70,Moderate,0,High Temperature
1,2026-03-25 15:00:00,Room103,29.5,60.4,1.19,87.0,21.4,412.3,0,Not Occupied,0,0.104898,1.25878,2.1e-05,853200,1774450800,15,Wednesday,73,Moderate,0,Normal
1,2026-03-25 15:00:00,Room104,29.8,60.8,1.32,109.0,34.3,405.3,0,Not Occupied,0,0.095761,1.14913,1.9e-05,856800,1774450800,15,Wednesday,73,Moderate,0,Normal
1,2026-03-25 15:00:00,Room105,32.9,60.4,1.3,98.0,56.4,422.7,0,Not Occupied,0,0.230209,2.76251,4.6e-05,860400,1774450800,15,Wednesday,58,Moderate,0,Normal
0,2026-03-25 15:00:00,Room106,34.0,54.9,1.27,94.0,63.1,430.7,0,Not Occupied,0,0.0,0.0,0.0,864000,1774450800,15,Wednesday,70,Moderate,0,Normal
1,2026-03-25 16:00:00,Room101,31.8,64.2,1.29,99.0,37.9,226.8,0,Not Occupied,0,0.039743,0.47692,8e-06,867600,1774454400,16,Wednesday,65,Moderate,0,Normal
1,2026-03-25 16:00:00,Room102,33.3,64.9,1.45,120.0,49.3,272.6,1,Occupied,0,0.291784,3.50141,5.8e-05,871200,1774454400,16,Wednesday,50,Moderate,0,Normal
1,2026-03-25 16:00:00,Room103,32.1,59.3,1.38,111.0,52.8,331.7,0,Not Occupied,0,0.223623,2.68348,4.5e-05,874800,1774454400,16,Wednesday,55,Moderate,0,Normal
1,2026-03-25 16:00:00,Room104,30.6,67.0,1.25,91.0,36.9,241.0,0,Not Occupied,0,0.005013,0.06016,1e-06,878400,1774454400,16,Wednesday,65,Moderate,0,Normal
1,2026-03-25 16:00:00,Room105,33.9,58.6,1.41,121.0,37.2,253.1,0,Not Occupied,0,0.094119,1.12943,1.9e-05,882000,1774454400,16,Wednesday,62,Moderate,0,Normal
1,2026-03-25 16:00:00,Room106,32.7,61.2,1.47,122.0,48.9,233.0,1,Occupied,0,0.308933,3.7072,6.2e-05,885600,1774454400,16,Wednesday,50,Moderate,0,Normal
1,2026-03-25 17:00:00,Room101,34.5,56.8,1.48,117.0,52.1,193.9,1,Occupied,0,0.661655,7.93986,0.000132,889200,1774458000,17,Wednesday,32,Unhealthy,0,High Temperature
1,2026-03-25 17:00:00,Room102,30.3,57.8,0.75,50.0,20.5,180.2,0,Not Occupied,0,0.047479,0.56975,9e-06,892800,1774458000,17,Wednesday,77,Healthy,0,Normal
1,2026-03-25 17:00:00,Room103,30.3,62.0,1.38,117.0,54.9,84.1,0,Not Occupied,0,0.031986,0.38383,6e-06,896400,1774458000,17,Wednesday,28,Unhealthy,0,Normal
1,2026-03-25 17:00:00,Room104,30.9,60.1,1.3,101.0,41.7,421.9,1,Occupied,1,1.640964,19.69157,0.000328,900000,1774458000,17,Wednesday,58,Moderate,0,Normal
1,2026-03-25 17:00:00,Room105,32.2,56.8,1.18,89.0,11.9,137.1,0,Not Occupied,0,0.21356,2.56272,4.3e-05,903600,1774458000,17,Wednesday,70,Moderate,0,Normal
1,2026-03-25 17:00:00,Room106,32.6,62.9,1.42,116.0,46.2,494.4,1,Occupied,1,0.715083,8.581,0.000143,907200,1774458000,17,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 18:00:00,Room101,33.0,65.4,1.46,124.0,46.5,268.3,1,Occupied,1,1.338126,16.05751,0.000268,910800,1774461600,18,Wednesday,50,Moderate,0,Normal
0,2026-03-25 18:00:00,Room102,29.9,65.4,1.27,102.0,39.1,288.4,1,Occupied,1,0.0,0.0,0.0,914400,1774461600,18,Wednesday,65,Moderate,0,Normal
1,2026-03-25 18:00:00,Room103,32.4,66.9,1.35,122.0,45.9,458.3,1,Occupied,1,1.849603,22.19524,0.00037,918000,1774461600,18,Wednesday,58,Moderate,0,Normal
1,2026-03-25 18:00:00,Room104,32.0,58.6,1.4,110.0,55.1,340.7,1,Occupied,1,2.781729,33.38075,0.000556,921600,1774461600,18,Wednesday,55,Moderate,0,Normal
1,2026-03-25 18:00:00,Room105,30.9,67.6,1.6,139.0,65.7,380.4,1,Occupied,1,2.218068,26.61682,0.000444,925200,1774461600,18,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 18:00:00,Room106,32.9,57.8,1.66,147.0,74.9,283.1,1,Occupied,1,3.000052,36.00062,0.0006,928800,1774461600,18,Wednesday,47,Unhealthy,0,Normal
1,2026-03-25 19:00:00,Room101,29.5,62.9,1.49,120.0,51.3,305.7,1,Occupied,1,3.685998,44.23198,0.000737,932400,1774465200,19,Wednesday,43,Unhealthy,0,Normal
0,2026-03-25 19:00:00,Room102,29.3,71.4,1.27,98.0,48.9,282.3,1,Occupied,1,0.0,0.0,0.0,936000,1774465200,19,Wednesday,67,Moderate,0,Normal
1,2026-03-25 19:00:00,Room103,31.7,61.2,1.98,183.0,61.0,426.8,1,Occupied,1,0.846845,10.16214,0.000169,939600,1774465200,19,Wednesday,28,Unhealthy,0,Poor Air Quality
1,2026-03-25 19:00:00,Room104,28.1,68.7,1.17,94.0,11.4,9.1,0,Not Occupied,0,0.100194,1.20233,2e-05,943200,1774465200,19,Wednesday,73,Moderate,0,Normal
1,2026-03-25 19:00:00,Room105,28.6,71.2,1.21,98.0,46.9,8.0,0,Not Occupied,0,0.104007,1.24808,2.1e-05,946800,1774465200,19,Wednesday,60,Moderate,0,Normal
1,2026-03-25 19:00:00,Room106,32.9,61.3,1.68,141.0,63.0,6.5,1,Occupied,0,0.744279,8.93135,0.000149,950400,1774465200,19,Wednesday,28,Unhealthy,0,Normal
1,2026-03-25 20:00:00,Room101,31.3,62.9,1.34,115.0,41.4,334.4,1,Occupied,1,2.37393,28.48716,0.000475,954000,1774468800,20,Wednesday,58,Moderate,0,Normal
1,2026-03-25 20:00:00,Room102,28.7,66.0,1.42,124.0,58.9,2.7,1,Occupied,0,0.550379,6.60455,0.00011,957600,1774468800,20,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 20:00:00,Room103,30.9,56.2,1.37,111.0,65.4,360.45,1,Occupied,1,2.169103,26.02924,0.000434,961200,1774468800,20,Wednesday,55,Moderate,0,Normal
1,2026-03-25 20:00:00,Room104,28.2,69.4,0.97,70.0,27.3,27.9,0,Not Occupied,0,0.544014,6.62732,0.0,964800,1774468800,20,Wednesday,73,Moderate,0,Normal
1,2026-03-25 20:00:00,Room105,29.0,63.2,1.5,120.0,46.6,383.2,1,Occupied,1,2.683226,32.19871,0.000537,968400,1774468800,20,Wednesday,73,Moderate,0,Normal
1,2026-03-25 20:00:00,Room106,31.5,66.8,1.63,148.0,77.4,360.45,1,Occupied,1,2.946707,35.36048,0.000589,972000,1774468800,20,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 21:00:00,Room101,30.9,67.6,1.65,141.0,64.0,417.7,1,Occupied,1,1.04485,12.5382,0.000209,975600,1774472400,21,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 21:00:00,Room102,28.1,61.0,1.17,94.0,21.9,376.7,1,Occupied,1,0.855429,10.26515,0.000171,979200,1774472400,21,Wednesday,88,Healthy,0,Normal
1,2026-03-25 21:00:00,Room103,27.7,68.0,1.35,110.0,42.3,44.1,0,Not Occupied,0,0.126028,1.51234,2.5e-05,982800,1774472400,21,Wednesday,58,Moderate,0,Normal
1,2026-03-25 21:00:00,Room104,27.5,68.0,1.3,97.0,39.8,414.0,1,Occupied,1,3.094966,37.13959,0.000619,986400,1774472400,21,Wednesday,88,Healthy,0,Normal
1,2026-03-25 21:00:00,Room105,29.9,59.3,1.3,105.0,46.4,32.5,1,Occupied,0,0.770829,9.24995,0.000154,990000,1774472400,21,Wednesday,70,Moderate,0,Normal
1,2026-03-25 21:00:00,Room106,31.0,65.3,1.55,139.0,53.0,445.1,1,Occupied,1,1.61497,19.37964,0.000323,993600,1774472400,21,Wednesday,43,Unhealthy,0,Normal
1,2026-03-25 22:00:00,Room101,28.4,64.5,1.41,110.0,39.0,42.0,0,Not Occupied,0,0.172649,2.07179,3.5e-05,997200,1774476000,22,Wednesday,58,Moderate,0,Normal
1,2026-03-25 22:00:00,Room102,26.7,69.7,1.32,106.0,46.2,312.3,1,Occupied,1,3.209783,38.5174,0.000642,1000800,1774476000,22,Wednesday,73,Moderate,0,Normal
1,2026-03-25 22:00:00,Room103,27.4,60.0,1.78,164.0,56.3,431.8,1,Occupied,1,3.484378,41.81254,0.000697,1004400,1774476000,22,Wednesday,55,Moderate,0,Poor Air Quality
1,2026-03-25 22:00:00,Room104,26.4,67.8,0.9,110.0,22.7,14.7,0,Not Occupied,0,0.044356,0.53227,9e-06,1008000,1774476000,22,Wednesday,73,Moderate,0,Normal
